,response_time,waiting_time,vehicle_density,trigger_density,info_value
1,478.3908363788093,641.796875,1.8399803499014588e-05,1.8399803499014588e-05,0.28464128093060126
2,317.1953327813884,473.2421875,3.998270585986708e-05,3.998519265585289e-05,0.31914789205930477
3,602.4902942702196,758.7890625,5.9402717412060576e-05,5.967564327150332e-05,0.301545017459668
4,688.9599472043502,834.9609375,7.926724374671777e-05,8.16582980870749e-05,0.2967300887999469
5,693.235084038351,821.6796875,9.292348390279814e-05,0.00010434658126362035,0.29758709302804587
6,714.9707291259206,839.6484375,0.0001059971920992023,0.00012785177692150462,0.2965956618518579
7,550.0316002191607,662.109375,0.00010598973171124486,0.0001494931189880237,0.3078272599374766
8,770.3431293898382,870.5078125,0.00010946813759639782,0.00017287646164260324,0.2950873923183266
9,726.5126329787233,826.5625,0.00011959499254961611,0.00019375435734147838,0.2973403489306161
10,747.5218413978495,847.65625,0.00011885765753982319,0.0002147149390068817,0.2963262748313553
11,799.21875,899.21875,0.00011929844212830816,0.00022452410577291265,0.29342747948058234
12,716.2109375,816.2109375,0.00011928165625540394,0.00023043708492817441,0.297729109815345
13,693.2430505531972,793.1640625,0.00011961799541248486,0.0002334983307867076,0.29940602174053277
14,737.5,837.5,0.0001197081417669705,0.00023658630970208825,0.2966223242991451
15,758.59375,858.59375,0.00011887009151975223,0.0002374125476683739,0.2957091262985503
16,783.3849676724138,883.3984375,0.00011944267629548519,0.00023866837964120838,0.29432017838779756
17,731.25,831.25,0.00011918280611496795,0.00023920739267113288,0.29713290828820016
18,674.8753324468084,774.609375,0.00011937180260988958,0.00024038364717242144,0.3004423176868859
19,790.625,890.625,0.00011904914083073063,0.00024021454504538628,0.29396561608886673
20,725.7875335120643,825.78125,0.00011912250131231204,0.00024057202196834662,0.2976475290739313
21,574.9834217506632,675.0,0.00011937180260988958,0.00024292515266992012,0.30733507345011174
22,798.4851043486963,898.046875,0.00011906095311166323,0.00024273926466998076,0.2934927332510943
23,799.8386035363619,899.609375,0.00011863508929909311,0.00024313280013473534,0.29340024935388276
24,796.4518061160705,896.875,0.00011934009596107049,0.00024291582718497334,0.29354910535547585
25,794.6314756120694,893.75,0.00011919648349288992,0.00024411321945214126,0.2937377004465543
26,674.4100068945293,774.4140625,0.00011854245614862166,0.0002446708834519594,0.30032905773295576
27,780.6369791666666,880.6640625,0.00011919959198787217,0.0002449133460605759,0.29450009719303594
28,761.72188891121,861.71875,0.00011945386687742134,0.00024507063590667845,0.2955921882696204
29,762.53031192499,862.5,0.00011900500020198248,0.00024537278161895445,0.2954943203832284
30,796.7517546791444,896.484375,0.0001193071459142585,0.0002452894739534298,0.29358502153900057
31,781.1155913978495,881.25,0.00011901805588090798,0.0002445589776325979,0.2945464415928972
32,659.4915969694849,758.984375,0.00012035595212127423,0.00024529879943837663,0.30154819960758517
33,787.6307409274026,887.5,0.00011892480103144007,0.0002459354192107442,0.2940865596406582
34,624.2614928055661,724.4140625,0.00011948992541921559,0.0002457458010168261,0.30407317376002124
35,725.8030622713632,825.78125,0.00011874264322547944,0.0002454834440403231,0.2974627116319227
36,773.561828948023,874.0234375,0.00011942775551957032,0.00024551142049516344,0.2948492818669569
37,760.8493093104873,861.328125,0.00011892604442943299,0.00024584465115726206,0.29555582301585925
38,799.9523854910472,899.609375,0.00011956515099778638,0.0002463190074915555,0.2934100810876209
39,700.0837801608579,800.0,0.00011913866548621981,0.00024615487895649196,0.2990129465629322
40,637.5270833333334,737.5,0.00011919088820192184,0.00024714524545784117,0.3026302784260661
41,779.0822412836449,878.125,0.00011941283474365547,0.0002486447834372851,0.29472638131114803
42,800.0184727841377,900.0,0.00011911628432234752,0.00024880082988539476,0.2933851421877627
43,749.230568927238,849.21875,0.00011956079910481121,0.0002497221877981377,0.2960150168776122
44,746.1445044685336,846.875,0.000118978267145135,0.0002499857881726336,0.29635888675995503
45,692.6563733038008,792.578125,0.00011955831230882539,0.00025160220556341066,0.29951338031556973
46,771.4487393859873,871.6796875,0.0001194663008573504,0.00025239238498790206,0.29485283329172696
47,741.5253924983658,841.6015625,0.00011877061968031981,0.0002528996913690075,0.2966588109452103
48,684.9479978687281,784.765625,0.00011924435431561678,0.0002533852382852371,0.2998255691867492
49,798.050573996026,896.875,0.00011962918599442101,0.00025388197578340283,0.29357799058054296
50,599.252709630141,699.4140625,0.00011896769826219531,0.00025471070054567426,0.30553150592498435
51,779.6200904712827,880.46875,0.00011874388662347234,0.00025568303777612634,0.2943944902290039
52,726.8551448528885,827.734375,0.00011969757288403081,0.0002561256874616006,0.2975098142905511
53,731.013351521164,831.0546875,0.00011914488247618434,0.00025743001195615846,0.2971499812138166
54,735.76930987053,835.3515625,0.00011949738580717303,0.0002592621588987046,0.29701741334991016
55,770.8694598528116,871.2890625,0.00011953655284394955,0.00025999514201552234,0.2948941615020302
56,778.9644983228854,879.1015625,0.0001191125541283688,0.00026099980759378995,0.2944743340408882
57,640.6784544915267,740.625,0.00011974420030876476,0.00026163083207518946,0.3032176404081631
58,599.6868048945084,699.21875,0.0001192741958674465,0.0002626895854661484,0.3055390120194063
59,625.3315649867374,725.0,0.0001193662073189215,0.0002634014308170868,0.3034354048657547
